(base) robertselwyn:src on main [!?]$ python3 new_cfr_30bb.py 
0
PRINTING HAND INFORMATION
-------- ITER 0 -------
/Users/robertselwyn/Desktop/Stanford/cs/cs238/final_proj/src/new_cfr_30bb.py:34: RuntimeWarning: divide by zero encountered in double_scalars
  display_results(expected_game_value / a, i_map)
7h8s rrb ['0.99', '0.01']
7h8s rrc ['0.50', '0.50']
7h9c rrb ['0.96', '0.04']
7h9c rrc ['0.50', '0.50']
7h9h rrb ['0.92', '0.08']
7h9h rrc ['0.50', '0.50']
7h9s rrb ['1.00', '0.00']
7h9s rrc ['0.50', '0.50']
7hAc rrb ['1.00', '0.00']
7hAc rrc ['0.50', '0.50']
7hAh rrb ['0.00', '1.00']
7hAh rrc ['0.50', '0.50']
7hAs rrb ['0.00', '1.00']
7hAs rrc ['0.50', '0.50']
7hJc rrb ['0.99', '0.01']
7hJc rrc ['0.50', '0.50']
7hJh rrb ['0.96', '0.04']
7hJh rrc ['0.50', '0.50']
7hJs rrb ['1.00', '0.00']
7hJs rrc ['0.50', '0.50']
7hKc rrb ['0.95', '0.05']
7hKc rrc ['0.50', '0.50']
7hKh rrb ['0.01', '0.99']
7hKh rrc ['0.50', '0.50']
7hKs rrb ['0.92', '0.08']
7hKs rrc ['0.50', '0.50']
7hQc rrb ['1.00', '0.00']
7hQc rrc ['0.50', '0.50']
7hQh rrb ['0.92', '0.08']
7hQh rrc ['0.50', '0.50']
7hQs rrb ['0.98', '0.02']
7hQs rrc ['0.50', '0.50']
7hTc rrb ['0.92', '0.08']
7hTc rrc ['0.50', '0.50']
7hTh rrb ['0.97', '0.03']
7hTh rrc ['0.50', '0.50']
7hTs rrb ['0.98', '0.02']
7hTs rrc ['0.50', '0.50']
7s7c rrb ['0.00', '1.00']
7s7c rrc ['0.50', '0.50']
7s8c rrb ['0.00', '1.00']
7s8c rrc ['0.50', '0.50']
7s8h rrb ['0.97', '0.03']
7s8h rrc ['0.50', '0.50']
7s8s rrb ['0.97', '0.03']
7s8s rrc ['0.50', '0.50']
7s9c rrb ['0.24', '0.76']
7s9c rrc ['0.50', '0.50']
7s9h rrb ['1.00', '0.00']
7s9h rrc ['0.50', '0.50']
7s9s rrb ['1.00', '0.00']
7s9s rrc ['0.50', '0.50']
7sAc rrb ['0.00', '1.00']
7sAc rrc ['0.50', '0.50']
7sAh rrb ['0.00', '1.00']
7sAh rrc ['0.50', '0.50']
7sAs rrb ['0.00', '1.00']
7sAs rrc ['0.50', '0.50']
7sJc rrb ['0.00', '1.00']
7sJc rrc ['0.50', '0.50']
7sJh rrb ['0.94', '0.06']
7sJh rrc ['0.50', '0.50']
7sJs rrb ['0.94', '0.06']
7sJs rrc ['0.50', '0.50']
7sKc rrb ['0.00', '1.00']
7sKc rrc ['0.50', '0.50']
7sKh rrb ['0.00', '1.00']
7sKh rrc ['0.50', '0.50']
7sKs rrb ['0.46', '0.54']
7sKs rrc ['0.50', '0.50']
7sQc rrb ['0.00', '1.00']
7sQc rrc ['0.50', '0.50']
7sQh rrb ['0.53', '0.47']
7sQh rrc ['0.50', '0.50']
7sQs rrb ['0.79', '0.21']
7sQs rrc ['0.50', '0.50']
7sTc rrb ['0.27', '0.73']
7sTc rrc ['0.50', '0.50']
7sTh rrb ['0.98', '0.02']
7sTh rrc ['0.50', '0.50']
7sTs rrb ['1.00', '0.00']
7sTs rrc ['0.50', '0.50']
8c8d rrb ['0.00', '1.00']
8c8d rrc ['0.50', '0.50']
8c9c rrb ['1.00', '0.00']
8c9c rrc ['0.50', '0.50']
8c9h rrb ['0.93', '0.07']
8c9h rrc ['0.50', '0.50']
8cAc rrb ['0.99', '0.01']
8cAc rrc ['0.50', '0.50']
8cAh rrb ['0.73', '0.27']
8cAh rrc ['0.50', '0.50']
8cJc rrb ['1.00', '0.00']
8cJc rrc ['0.50', '0.50']
8cJh rrb ['0.86', '0.14']
8cJh rrc ['0.50', '0.50']
8cKc rrb ['0.99', '0.01']
8cKc rrc ['0.50', '0.50']
8cKh rrb ['0.96', '0.04']
8cKh rrc ['0.50', '0.50']
8cQc rrb ['0.99', '0.01']
8cQc rrc ['0.50', '0.50']
8cQh rrb ['0.84', '0.16']
8cQh rrc ['0.50', '0.50']
8cTc rrb ['1.00', '0.00']
8cTc rrc ['0.50', '0.50']
8cTh rrb ['0.95', '0.05']
8cTh rrc ['0.50', '0.50']
8h8c rrb ['0.00', '1.00']
8h8c rrc ['0.50', '0.50']
8h8s rrb ['0.00', '1.00']
8h8s rrc ['0.50', '0.50']
8h9c rrb ['0.97', '0.03']
8h9c rrc ['0.50', '0.50']
8h9h rrb ['0.93', '0.07']
8h9h rrc ['0.50', '0.50']
8h9s rrb ['1.00', '0.00']
8h9s rrc ['0.50', '0.50']
8hAc rrb ['0.39', '0.61']
8hAc rrc ['0.50', '0.50']
8hAh rrb ['0.00', '1.00']
8hAh rrc ['0.50', '0.50']
8hAs rrb ['0.00', '1.00']
8hAs rrc ['0.50', '0.50']
8hJc rrb ['0.93', '0.07']
8hJc rrc ['0.50', '0.50']
8hJh rrb ['0.95', '0.05']
8hJh rrc ['0.50', '0.50']
8hJs rrb ['0.97', '0.03']
8hJs rrc ['0.50', '0.50']
8hKc rrb ['0.86', '0.14']
8hKc rrc ['0.50', '0.50']
8hKh rrb ['0.00', '1.00']
8hKh rrc ['0.50', '0.50']
8hKs rrb ['0.40', '0.60']
8hKs rrc ['0.50', '0.50']
8hQc rrb ['0.95', '0.05']
8hQc rrc ['0.50', '0.50']
8hQh rrb ['0.73', '0.27']
8hQh rrc ['0.50', '0.50']
8hQs rrb ['0.97', '0.03']
8hQs rrc ['0.50', '0.50']
8hTc rrb ['0.97', '0.03']
8hTc rrc ['0.50', '0.50']
8hTh rrb ['0.87', '0.13']
8hTh rrc ['0.50', '0.50']
8hTs rrb ['1.00', '0.00']
8hTs rrc ['0.50', '0.50']
8s8c rrb ['0.00', '1.00']
8s8c rrc ['0.50', '0.50']
8s9c rrb ['0.52', '0.48']
8s9c rrc ['0.50', '0.50']
8s9h rrb ['0.98', '0.02']
8s9h rrc ['0.50', '0.50']
8s9s rrb ['0.98', '0.02']
8s9s rrc ['0.50', '0.50']
8sAc rrb ['0.00', '1.00']
8sAc rrc ['0.50', '0.50']
8sAh rrb ['0.00', '1.00']
8sAh rrc ['0.50', '0.50']
8sAs rrb ['0.00', '1.00']
8sAs rrc ['0.50', '0.50']
8sJc rrb ['0.24', '0.76']
8sJc rrc ['0.50', '0.50']
8sJh rrb ['0.87', '0.13']
8sJh rrc ['0.50', '0.50']
8sJs rrb ['0.99', '0.01']
8sJs rrc ['0.50', '0.50']
8sKc rrb ['0.00', '1.00']
8sKc rrc ['0.50', '0.50']
8sKh rrb ['0.00', '1.00']
8sKh rrc ['0.50', '0.50']
8sKs rrb ['0.00', '1.00']
8sKs rrc ['0.50', '0.50']
8sQc rrb ['0.42', '0.58']
8sQc rrc ['0.50', '0.50']
8sQh rrb ['0.12', '0.88']
8sQh rrc ['0.50', '0.50']
8sQs rrb ['0.53', '0.47']
8sQs rrc ['0.50', '0.50']
8sTc rrb ['0.15', '0.85']
8sTc rrc ['0.50', '0.50']
8sTh rrb ['0.98', '0.02']
8sTh rrc ['0.50', '0.50']
8sTs rrb ['0.90', '0.10']
8sTs rrc ['0.50', '0.50']
9c9d rrb ['0.00', '1.00']
9c9d rrc ['0.50', '0.50']
9cAc rrb ['0.95', '0.05']
9cAc rrc ['0.50', '0.50']
9cAh rrb ['0.96', '0.04']
9cAh rrc ['0.50', '0.50']
9cJc rrb ['1.00', '0.00']
9cJc rrc ['0.50', '0.50']
9cJh rrb ['0.96', '0.04']
9cJh rrc ['0.50', '0.50']
9cKc rrb ['0.95', '0.05']
9cKc rrc ['0.50', '0.50']
9cKh rrb ['0.98', '0.02']
9cKh rrc ['0.50', '0.50']
9cQc rrb ['1.00', '0.00']
9cQc rrc ['0.50', '0.50']
9cQh rrb ['0.96', '0.04']
9cQh rrc ['0.50', '0.50']
9cTc rrb ['0.97', '0.03']
9cTc rrc ['0.50', '0.50']
9cTh rrb ['1.00', '0.00']
9cTh rrc ['0.50', '0.50']
9h9c rrb ['0.00', '1.00']
9h9c rrc ['0.50', '0.50']
9h9s rrb ['0.00', '1.00']
9h9s rrc ['0.50', '0.50']
9hAc rrb ['0.14', '0.86']
9hAc rrc ['0.50', '0.50']
9hAh rrb ['0.00', '1.00']
9hAh rrc ['0.50', '0.50']
9hAs rrb ['0.00', '1.00']
9hAs rrc ['0.50', '0.50']
9hJc rrb ['0.90', '0.10']
9hJc rrc ['0.50', '0.50']
9hJh rrb ['0.78', '0.22']
9hJh rrc ['0.50', '0.50']
9hJs rrb ['0.95', '0.05']
9hJs rrc ['0.50', '0.50']
9hKc rrb ['0.07', '0.93']
9hKc rrc ['0.50', '0.50']
9hKh rrb ['0.00', '1.00']
9hKh rrc ['0.50', '0.50']
9hKs rrb ['0.00', '1.00']
9hKs rrc ['0.50', '0.50']
9hQc rrb ['0.97', '0.03']
9hQc rrc ['0.50', '0.50']
9hQh rrb ['0.68', '0.32']
9hQh rrc ['0.50', '0.50']
9hQs rrb ['0.85', '0.15']
9hQs rrc ['0.50', '0.50']
9hTc rrb ['0.79', '0.21']
9hTc rrc ['0.50', '0.50']
9hTh rrb ['0.89', '0.11']
9hTh rrc ['0.50', '0.50']
9hTs rrb ['0.95', '0.05']
9hTs rrc ['0.50', '0.50']
9s9c rrb ['0.00', '1.00']
9s9c rrc ['0.50', '0.50']
9sAc rrb ['0.00', '1.00']
9sAc rrc ['0.50', '0.50']
9sAh rrb ['0.00', '1.00']
9sAh rrc ['0.50', '0.50']
9sAs rrb ['0.00', '1.00']
9sAs rrc ['0.50', '0.50']
9sJc rrb ['0.00', '1.00']
9sJc rrc ['0.50', '0.50']
9sJh rrb ['1.00', '0.00']
9sJh rrc ['0.50', '0.50']
9sJs rrb ['0.96', '0.04']
9sJs rrc ['0.50', '0.50']
9sKc rrb ['0.00', '1.00']
9sKc rrc ['0.50', '0.50']
9sKh rrb ['0.00', '1.00']
9sKh rrc ['0.50', '0.50']
9sKs rrb ['0.02', '0.98']
9sKs rrc ['0.50', '0.50']
9sQc rrb ['0.00', '1.00']
9sQc rrc ['0.50', '0.50']
9sQh rrb ['0.00', '1.00']
9sQh rrc ['0.50', '0.50']
9sQs rrb ['0.00', '1.00']
9sQs rrc ['0.50', '0.50']
9sTc rrb ['0.00', '1.00']
9sTc rrc ['0.50', '0.50']
9sTh rrb ['0.97', '0.03']
9sTh rrc ['0.50', '0.50']
9sTs rrb ['1.00', '0.00']
9sTs rrc ['0.50', '0.50']
AcAd rrb ['0.00', '1.00']
AcAd rrc ['0.50', '0.50']
AhAc rrb ['0.00', '1.00']
AhAc rrc ['0.50', '0.50']
AhAs rrb ['0.00', '1.00']
AhAs rrc ['0.50', '0.50']
AsAc rrb ['0.00', '1.00']
AsAc rrc ['0.50', '0.50']
JcAc rrb ['0.96', '0.04']
JcAc rrc ['0.50', '0.50']
JcAh rrb ['1.00', '0.00']
JcAh rrc ['0.50', '0.50']
JcJd rrb ['0.00', '1.00']
JcJd rrc ['0.50', '0.50']
JcKc rrb ['0.98', '0.02']
JcKc rrc ['0.50', '0.50']
JcKh rrb ['0.97', '0.03']
JcKh rrc ['0.50', '0.50']
JcQc rrb ['0.99', '0.01']
JcQc rrc ['0.50', '0.50']
JcQh rrb ['0.59', '0.41']
JcQh rrc ['0.50', '0.50']
JhAc rrb ['0.01', '0.99']
JhAc rrc ['0.50', '0.50']
JhAh rrb ['0.00', '1.00']
JhAh rrc ['0.50', '0.50']
JhAs rrb ['0.00', '1.00']
JhAs rrc ['0.50', '0.50']
JhJc rrb ['0.00', '1.00']
JhJc rrc ['0.50', '0.50']
JhJs rrb ['0.00', '1.00']
JhJs rrc ['0.50', '0.50']
JhKc rrb ['0.00', '1.00']
JhKc rrc ['0.50', '0.50']
JhKh rrb ['0.00', '1.00']
JhKh rrc ['0.50', '0.50']
JhKs rrb ['0.00', '1.00']
JhKs rrc ['0.50', '0.50']
JhQc rrb ['0.00', '1.00']
JhQc rrc ['0.50', '0.50']
JhQh rrb ['0.00', '1.00']
JhQh rrc ['0.50', '0.50']
JhQs rrb ['0.00', '1.00']
JhQs rrc ['0.50', '0.50']
JsAc rrb ['0.05', '0.95']
JsAc rrc ['0.50', '0.50']
JsAh rrb ['0.00', '1.00']
JsAh rrc ['0.50', '0.50']
JsAs rrb ['0.00', '1.00']
JsAs rrc ['0.50', '0.50']
JsJc rrb ['0.00', '1.00']
JsJc rrc ['0.50', '0.50']
JsKc rrb ['0.00', '1.00']
JsKc rrc ['0.50', '0.50']
JsKh rrb ['0.00', '1.00']
JsKh rrc ['0.50', '0.50']
JsKs rrb ['0.00', '1.00']
JsKs rrc ['0.50', '0.50']
JsQc rrb ['0.04', '0.96']
JsQc rrc ['0.50', '0.50']
JsQh rrb ['0.16', '0.84']
JsQh rrc ['0.50', '0.50']
JsQs rrb ['0.00', '1.00']
JsQs rrc ['0.50', '0.50']
KcAc rrb ['1.00', '0.00']
KcAc rrc ['0.50', '0.50']
KcAh rrb ['0.92', '0.08']
KcAh rrc ['0.50', '0.50']
KcKd rrb ['0.00', '1.00']
KcKd rrc ['0.50', '0.50']
KcQc rrb ['1.00', '0.00']
KcQc rrc ['0.50', '0.50']
KcQh rrb ['1.00', '0.00']
KcQh rrc ['0.50', '0.50']
KhAc rrb ['0.00', '1.00']
KhAc rrc ['0.50', '0.50']
KhAh rrb ['0.00', '1.00']
KhAh rrc ['0.50', '0.50']
KhAs rrb ['0.00', '1.00']
KhAs rrc ['0.50', '0.50']
KhKc rrb ['0.00', '1.00']
KhKc rrc ['0.50', '0.50']
KhKs rrb ['0.00', '1.00']
KhKs rrc ['0.50', '0.50']
KhQc rrb ['0.00', '1.00']
KhQc rrc ['0.50', '0.50']
KhQh rrb ['0.00', '1.00']
KhQh rrc ['0.50', '0.50']
KhQs rrb ['0.00', '1.00']
KhQs rrc ['0.50', '0.50']
KsAc rrb ['0.58', '0.42']
KsAc rrc ['0.50', '0.50']
KsAh rrb ['0.00', '1.00']
KsAh rrc ['0.50', '0.50']
KsAs rrb ['0.00', '1.00']
KsAs rrc ['0.50', '0.50']
KsKc rrb ['0.00', '1.00']
KsKc rrc ['0.50', '0.50']
KsQc rrb ['0.02', '0.98']
KsQc rrc ['0.50', '0.50']
KsQh rrb ['0.00', '1.00']
KsQh rrc ['0.50', '0.50']
KsQs rrb ['0.00', '1.00']
KsQs rrc ['0.50', '0.50']
QcAc rrb ['0.97', '0.03']
QcAc rrc ['0.50', '0.50']
QcAh rrb ['0.98', '0.02']
QcAh rrc ['0.50', '0.50']
QcQd rrb ['0.00', '1.00']
QcQd rrc ['0.50', '0.50']
QhAc rrb ['0.00', '1.00']
QhAc rrc ['0.50', '0.50']
QhAh rrb ['0.00', '1.00']
QhAh rrc ['0.50', '0.50']
QhAs rrb ['0.00', '1.00']
QhAs rrc ['0.50', '0.50']
QhQc rrb ['0.00', '1.00']
QhQc rrc ['0.50', '0.50']
QhQs rrb ['0.00', '1.00']
QhQs rrc ['0.50', '0.50']
QsAc rrb ['0.43', '0.57']
QsAc rrc ['0.50', '0.50']
QsAh rrb ['0.00', '1.00']
QsAh rrc ['0.50', '0.50']
QsAs rrb ['0.00', '1.00']
QsAs rrc ['0.50', '0.50']
QsQc rrb ['0.00', '1.00']
QsQc rrc ['0.50', '0.50']
TcAc rrb ['1.00', '0.00']
TcAc rrc ['0.50', '0.50']
TcAh rrb ['1.00', '0.00']
TcAh rrc ['0.50', '0.50']
TcJc rrb ['1.00', '0.00']
TcJc rrc ['0.50', '0.50']
TcJh rrb ['0.68', '0.32']
TcJh rrc ['0.50', '0.50']
TcKc rrb ['0.98', '0.02']
TcKc rrc ['0.50', '0.50']
TcKh rrb ['0.97', '0.03']
TcKh rrc ['0.50', '0.50']
TcQc rrb ['0.97', '0.03']
TcQc rrc ['0.50', '0.50']
TcQh rrb ['0.79', '0.21']
TcQh rrc ['0.50', '0.50']
TcTd rrb ['0.00', '1.00']
TcTd rrc ['0.50', '0.50']
ThAc rrb ['0.00', '1.00']
ThAc rrc ['0.50', '0.50']
ThAh rrb ['0.00', '1.00']
ThAh rrc ['0.50', '0.50']
ThAs rrb ['0.00', '1.00']
ThAs rrc ['0.50', '0.50']
ThJc rrb ['0.84', '0.16']
ThJc rrc ['0.50', '0.50']
ThJh rrb ['0.01', '0.99']
ThJh rrc ['0.50', '0.50']
ThJs rrb ['0.88', '0.12']
ThJs rrc ['0.50', '0.50']
ThKc rrb ['0.00', '1.00']
ThKc rrc ['0.50', '0.50']
ThKh rrb ['0.00', '1.00']
ThKh rrc ['0.50', '0.50']
ThKs rrb ['0.00', '1.00']
ThKs rrc ['0.50', '0.50']
ThQc rrb ['0.38', '0.62']
ThQc rrc ['0.50', '0.50']
ThQh rrb ['0.00', '1.00']
ThQh rrc ['0.50', '0.50']
ThQs rrb ['0.83', '0.17']
ThQs rrc ['0.50', '0.50']
ThTc rrb ['0.00', '1.00']
ThTc rrc ['0.50', '0.50']
ThTs rrb ['0.00', '1.00']
ThTs rrc ['0.50', '0.50']
TsAc rrb ['0.11', '0.89']
TsAc rrc ['0.50', '0.50']
TsAh rrb ['0.00', '1.00']
TsAh rrc ['0.50', '0.50']
TsAs rrb ['0.00', '1.00']
TsAs rrc ['0.50', '0.50']
TsJc rrb ['0.00', '1.00']
TsJc rrc ['0.50', '0.50']
TsJh rrb ['0.93', '0.07']
TsJh rrc ['0.50', '0.50']
TsJs rrb ['0.86', '0.14']
TsJs rrc ['0.50', '0.50']
TsKc rrb ['0.57', '0.43']
TsKc rrc ['0.50', '0.50']
TsKh rrb ['0.00', '1.00']
TsKh rrc ['0.50', '0.50']
TsKs rrb ['0.00', '1.00']
TsKs rrc ['0.50', '0.50']
TsQc rrb ['0.00', '1.00']
TsQc rrc ['0.50', '0.50']
TsQh rrb ['0.00', '1.00']
TsQh rrc ['0.50', '0.50']
TsQs rrb ['0.00', '1.00']
TsQs rrc ['0.50', '0.50']
TsTc rrb ['0.00', '1.00']
TsTc rrc ['0.50', '0.50']

player 2 strategies:
2h2s rr ['0.01', '0.99']
2h3h rr ['1.00', '0.00']
2h3s rr ['1.00', '0.00']
2h4h rr ['1.00', '0.00']
2h4s rr ['1.00', '0.00']
2h5h rr ['1.00', '0.00']
2h5s rr ['1.00', '0.00']
2h6h rr ['1.00', '0.00']
2h6s rr ['1.00', '0.00']
2h7h rr ['0.99', '0.01']
2h7s rr ['1.00', '0.00']
2h8h rr ['1.00', '0.00']
2h8s rr ['1.00', '0.00']
2h9h rr ['0.99', '0.01']
2h9s rr ['1.00', '0.00']
2hAh rr ['0.00', '1.00']
2hAs rr ['0.00', '1.00']
2hJh rr ['0.99', '0.01']
2hJs rr ['1.00', '0.00']
2hKh rr ['0.00', '1.00']
2hKs rr ['0.98', '0.02']
2hQh rr ['0.98', '0.02']
2hQs rr ['0.98', '0.02']
2hTh rr ['0.98', '0.02']
2hTs rr ['0.98', '0.02']
3h3s rr ['0.00', '1.00']
3h4h rr ['1.00', '0.00']
3h4s rr ['1.00', '0.00']
3h5h rr ['1.00', '0.00']
3h5s rr ['1.00', '0.00']
3h6h rr ['1.00', '0.00']
3h6s rr ['1.00', '0.00']
3h7h rr ['1.00', '0.00']
3h7s rr ['1.00', '0.00']
3h8h rr ['1.00', '0.00']
3h8s rr ['1.00', '0.00']
3h9h rr ['0.98', '0.02']
3h9s rr ['1.00', '0.00']
3hAh rr ['0.00', '1.00']
3hAs rr ['0.00', '1.00']
3hJh rr ['0.97', '0.03']
3hJs rr ['0.98', '0.02']
3hKh rr ['0.01', '0.99']
3hKs rr ['0.92', '0.08']
3hQh rr ['0.72', '0.28']
3hQs rr ['0.98', '0.02']
3hTh rr ['0.98', '0.02']
3hTs rr ['0.99', '0.01']
4h4s rr ['0.00', '1.00']
4h5h rr ['0.48', '0.52']
4h5s rr ['1.00', '0.00']
4h6h rr ['1.00', '0.00']
4h6s rr ['1.00', '0.00']
4h7h rr ['1.00', '0.00']
4h7s rr ['1.00', '0.00']
4h8h rr ['1.00', '0.00']
4h8s rr ['1.00', '0.00']
4h9h rr ['0.99', '0.01']
4h9s rr ['0.99', '0.01']
4hAh rr ['0.00', '1.00']
4hAs rr ['0.00', '1.00']
4hJh rr ['0.54', '0.46']
4hJs rr ['0.98', '0.02']
4hKh rr ['0.00', '1.00']
4hKs rr ['0.72', '0.28']
4hQh rr ['0.44', '0.56']
4hQs rr ['0.98', '0.02']
4hTh rr ['0.98', '0.02']
4hTs rr ['0.98', '0.02']
5h5s rr ['0.00', '1.00']
5h6h rr ['0.55', '0.45']
5h6s rr ['1.00', '0.00']
5h7h rr ['1.00', '0.00']
5h7s rr ['1.00', '0.00']
5h8h rr ['0.98', '0.02']
5h8s rr ['0.99', '0.01']
5h9h rr ['0.98', '0.02']
5h9s rr ['1.00', '0.00']
5hAh rr ['0.00', '1.00']
5hAs rr ['0.00', '1.00']
5hJh rr ['0.99', '0.01']
5hJs rr ['0.95', '0.05']
5hKh rr ['0.00', '1.00']
5hKs rr ['0.03', '0.97']
5hQh rr ['0.63', '0.37']
5hQs rr ['0.95', '0.05']
5hTh rr ['0.97', '0.03']
5hTs rr ['1.00', '0.00']
6h6s rr ['0.00', '1.00']
6h7h rr ['0.22', '0.78']
6h7s rr ['0.87', '0.13']
6h8h rr ['0.48', '0.52']
6h8s rr ['0.99', '0.01']
6h9h rr ['0.98', '0.02']
6h9s rr ['0.99', '0.01']
6hAh rr ['0.00', '1.00']
6hAs rr ['0.00', '1.00']
6hJh rr ['0.82', '0.18']
6hJs rr ['0.98', '0.02']
6hKh rr ['0.00', '1.00']
6hKs rr ['0.07', '0.93']
6hQh rr ['0.46', '0.54']
6hQs rr ['0.97', '0.03']
6hTh rr ['0.98', '0.02']
6hTs rr ['0.97', '0.03']
7h7s rr ['0.00', '1.00']
7h8h rr ['0.03', '0.97']
7h8s rr ['0.52', '0.48']
7h9h rr ['0.28', '0.72']
7h9s rr ['0.99', '0.01']
7hAh rr ['0.00', '1.00']
7hAs rr ['0.00', '1.00']
7hJh rr ['0.01', '0.99']
7hJs rr ['0.97', '0.03']
7hKh rr ['0.00', '1.00']
7hKs rr ['0.00', '1.00']
7hQh rr ['0.06', '0.94']
7hQs rr ['0.94', '0.06']
7hTh rr ['0.73', '0.27']
7hTs rr ['0.98', '0.02']
8h8s rr ['0.00', '1.00']
8h9h rr ['0.06', '0.94']
8h9s rr ['0.97', '0.03']
8hAh rr ['0.00', '1.00']
8hAs rr ['0.00', '1.00']
8hJh rr ['0.23', '0.77']
8hJs rr ['0.95', '0.05']
8hKh rr ['0.00', '1.00']
8hKs rr ['0.00', '1.00']
8hQh rr ['0.03', '0.97']
8hQs rr ['0.21', '0.79']
8hTh rr ['0.17', '0.83']
8hTs rr ['0.94', '0.06']
9h9s rr ['0.00', '1.00']
9hAh rr ['0.00', '1.00']
9hAs rr ['0.00', '1.00']
9hJh rr ['0.01', '0.99']
9hJs rr ['0.94', '0.06']
9hKh rr ['0.00', '1.00']
9hKs rr ['0.00', '1.00']
9hQh rr ['0.00', '1.00']
9hQs rr ['0.00', '1.00']
9hTh rr ['0.00', '1.00']
9hTs rr ['0.22', '0.78']
AhAs rr ['0.00', '1.00']
JhAh rr ['0.00', '1.00']
JhAs rr ['0.00', '1.00']
JhJs rr ['0.00', '1.00']
JhKh rr ['0.00', '1.00']
JhKs rr ['0.00', '1.00']
JhQh rr ['0.00', '1.00']
JhQs rr ['0.00', '1.00']
KhAh rr ['0.00', '1.00']
KhAs rr ['0.00', '1.00']
KhKs rr ['0.00', '1.00']
KhQh rr ['0.00', '1.00']
KhQs rr ['0.00', '1.00']
QhAh rr ['0.00', '1.00']
QhAs rr ['0.00', '1.00']
QhQs rr ['0.00', '1.00']
ThAh rr ['0.00', '1.00']
ThAs rr ['0.00', '1.00']
ThJh rr ['0.03', '0.97']
ThJs rr ['0.00', '1.00']
ThKh rr ['0.00', '1.00']
ThKs rr ['0.00', '1.00']
ThQh rr ['0.00', '1.00']
ThQs rr ['0.00', '1.00']
ThTs rr ['0.00', '1.00']
111
112
113
114
115
116
117
118
119
120
PRINTING HAND INFORMATION
-------- ITER 120 -------
player 1 expected value: 0.04988938447474666
player 2 expected value: -0.04988938447474666

player 1 strategies:
2c2d rrb ['0.07', '0.93']
2c2d rrc ['0.50', '0.50']
2c3c rrb ['1.00', '0.00']
2c3c rrc ['0.50', '0.50']
2c3h rrb ['0.98', '0.02']
2c3h rrc ['0.50', '0.50']
2c4c rrb ['1.00', '0.00']
2c4c rrc ['0.50', '0.50']
2c4h rrb ['1.00', '0.00']
2c4h rrc ['0.50', '0.50']
2c5c rrb ['0.99', '0.01']
2c5c rrc ['0.50', '0.50']
2c5h rrb ['1.00', '0.00']
2c5h rrc ['0.50', '0.50']
2c6c rrb ['1.00', '0.00']
2c6c rrc ['0.50', '0.50']
2c6h rrb ['0.90', '0.10']
2c6h rrc ['0.50', '0.50']
2c7c rrb ['0.98', '0.02']
2c7c rrc ['0.50', '0.50']
2c7h rrb ['0.86', '0.14']
2c7h rrc ['0.50', '0.50']
2c8c rrb ['0.99', '0.01']
2c8c rrc ['0.50', '0.50']
2c8h rrb ['1.00', '0.00']
2c8h rrc ['0.50', '0.50']
2c9c rrb ['0.98', '0.02']
2c9c rrc ['0.50', '0.50']
2c9h rrb ['1.00', '0.00']
2c9h rrc ['0.50', '0.50']
2cAc rrb ['0.99', '0.01']
2cAc rrc ['0.50', '0.50']
2cAh rrb ['0.76', '0.24']
2cAh rrc ['0.50', '0.50']
2cJc rrb ['1.00', '0.00']
2cJc rrc ['0.50', '0.50']
2cJh rrb ['0.99', '0.01']
2cJh rrc ['0.50', '0.50']
2cKc rrb ['0.98', '0.02']
2cKc rrc ['0.50', '0.50']
2cKh rrb ['0.92', '0.08']
2cKh rrc ['0.50', '0.50']
2cQc rrb ['1.00', '0.00']
2cQc rrc ['0.50', '0.50']
2cQh rrb ['1.00', '0.00']
2cQh rrc ['0.50', '0.50']
2cTc rrb ['0.93', '0.07']
2cTc rrc ['0.50', '0.50']
2cTh rrb ['0.90', '0.10']
2cTh rrc ['0.50', '0.50']
2h2s rrb ['0.98', '0.02']
2h2s rrc ['0.50', '0.50']
2h3c rrb ['0.99', '0.01']
2h3c rrc ['0.50', '0.50']
2h3h rrb ['1.00', '0.00']
2h3h rrc ['0.50', '0.50']
2h3s rrb ['1.00', '0.00']
2h3s rrc ['0.50', '0.50']
2h4c rrb ['0.99', '0.01']
2h4c rrc ['0.50', '0.50']
2h4h rrb ['1.00', '0.00']
2h4h rrc ['0.50', '0.50']
2h4s rrb ['1.00', '0.00']
2h4s rrc ['0.50', '0.50']
2h5c rrb ['0.98', '0.02']
2h5c rrc ['0.50', '0.50']
2h5h rrb ['1.00', '0.00']
2h5h rrc ['0.50', '0.50']
2h5s rrb ['1.00', '0.00']
2h5s rrc ['0.50', '0.50']
2h6c rrb ['1.00', '0.00']
2h6c rrc ['0.50', '0.50']
2h6h rrb ['1.00', '0.00']
2h6h rrc ['0.50', '0.50']
2h6s rrb ['1.00', '0.00']
2h6s rrc ['0.50', '0.50']
2h7c rrb ['1.00', '0.00']
2h7c rrc ['0.50', '0.50']
2h7h rrb ['1.00', '0.00']
2h7h rrc ['0.50', '0.50']
2h7s rrb ['1.00', '0.00']
2h7s rrc ['0.50', '0.50']
2h8c rrb ['1.00', '0.00']
2h8c rrc ['0.50', '0.50']
2h8h rrb ['1.00', '0.00']
2h8h rrc ['0.50', '0.50']
2h8s rrb ['1.00', '0.00']
2h8s rrc ['0.50', '0.50']
2h9c rrb ['1.00', '0.00']
