1,-1
2,-2
3,-3
4,-4
5,-5
6,-2
7,-3
8,0
9,-1
10,2
11,1
12,0
13,-1
14,-2
15,-3
16,-4
17,-1
18,99
19,98
20,97
21,96
22,95
23,94
24,-6
25,-7
26,-8
27,-9
28,-10
29,-11
30,-12
31,-13
32,-14
33,-114
34,-115
35,-15
36,-16
37,-17
38,-18
39,-19
40,-20
41,-21
42,-22
43,-23
44,-24
45,-25
46,-26
47,-27
48,-28
49,-29
50,-26
51,74
52,73
53,72
54,71
55,70
56,69
57,68
58,67
59,66
60,65
61,64
62,63
63,62
64,61
65,161
66,261
67,260
68,259
69,258
70,257
71,256
72,356
73,355
74,354
75,353
76,352
77,351
78,350
79,349
80,348
81,347
82,447
83,446
84,445
85,444
86,443
87,442
88,441
89,440
90,439
91,438
92,437
93,537
94,536
95,535
96,538
97,537
98,536
99,535
100,534
101,533
102,532
103,531
104,534
105,533
106,532
107,632
108,635
109,634
110,633
111,632
112,635
113,634
114,633
115,632
116,631
117,630
118,730
119,729
120,732
121,731
122,730
123,729
124,728
125,727
126,726
127,826
128,825
129,824
130,823
131,822
132,821
133,820
134,823
135,822
136,821
137,820
138,920
139,919
140,918
141,917
142,916
143,919
144,918
145,917
146,916
147,915
148,914
149,913
150,912
151,911
152,910
153,909
154,809
155,808
156,807
157,806
158,805
159,804
160,807
161,806
162,805
163,804
164,803
165,802
166,801
167,800
168,799
169,798
170,797
171,796
172,896
173,996
174,896
175,895
176,894
177,893
178,892
179,792
180,791
181,794
182,793
183,792
184,791
185,794
186,793
187,792
188,892
189,891
190,890
191,889
192,888
193,988
194,987
195,986
196,985
197,984
198,983
199,982
200,981
201,984
202,983
203,982
204,981
205,980
206,979
207,982
208,981
209,980
210,979
211,978
212,977
213,976
214,975
215,875
216,874
217,877
218,876
219,875
220,874
221,873
222,872
223,871
224,870
225,869
226,868
227,968
228,967
229,966
230,965
231,964
232,963
233,962
234,961
235,960
236,959
237,958
238,957
239,956
240,1056
241,1055
242,1054
243,1053
244,1052
245,1051
246,1054
247,1053
248,1052
249,1152
250,1151
251,1150
252,1153
253,1152
254,1155
255,1154
256,1153
257,1156
258,1155
259,1154
260,1153
261,1152
262,1151
263,1150
264,1149
265,1148
266,1147
267,1146
268,1145
269,1144
270,1143
271,1146
272,1149
273,1148
274,1147
275,1047
276,1046
277,1045
278,1044
279,1043
280,1042
281,1041
282,1044
283,1043
284,1042
285,1045
286,1044
287,1043
288,1042
289,1041
290,1040
291,1039
292,939
293,938
294,937
295,936
296,935
297,1035
298,1034
299,1033
300,1032
301,1031
302,1034
303,1033
304,1032
305,1035
306,1034
307,1033
308,1032
309,1035
310,1135
311,1138
312,1137
313,1136
314,1135
315,1134
316,1137
317,1237
318,1236
319,1235
320,1234
321,1233
322,1232
323,1231
324,1234
325,1233
326,1232
327,1231
328,1230
329,1229
330,1228
331,1231
332,1230
333,1229
334,1228
335,1231
336,1331
337,1330
338,1230
339,1330
340,1329
341,1429
342,1432
343,1431
344,1430
345,1429
346,1428
347,1427
348,1426
349,1425
350,1424
351,1324
352,1323
353,1322
354,1321
355,1320
356,1319
357,1318
358,1317
359,1316
360,1319
361,1318
362,1321
363,1324
364,1323
365,1322
366,1321
367,1421
368,1321
369,1320
370,1323
371,1322
372,1321
373,1320
374,1420
375,1419
376,1519
377,1419
378,1418
379,1417
380,1416
381,1415
382,1414
383,1413
384,1412
385,1411
386,1410
387,1409
388,1412
389,1411
390,1410
391,1409
392,1412
393,1411
394,1410
395,1409
396,1408
397,1411
398,1410
399,1409
400,1408
401,1407
402,1406
403,1405
404,1404
405,1403
406,1402
407,1401
408,1400
409,1399
410,1402
411,1401
412,1400
413,1399
414,1398
415,1397
416,1400
417,1399
418,1398
419,1397
420,1497
421,1496
422,1495
423,1494
424,1493
425,1492
426,1491
427,1490
428,1590
429,1589
430,1588
431,1587
432,1586
433,1585
434,1588
435,1587
436,1586
437,1585
438,1584
439,1583
440,1582
441,1581
442,1580
443,1579
444,1578
445,1577
446,1576
447,1579
448,1578
449,1577
450,1576
451,1579
452,1578
453,1577
454,1580
455,1579
456,1679
457,1682
458,1681
459,1680
460,1679
461,1678
462,1677
463,1777
464,1776
465,1775
466,1774
467,1773
468,1776
469,1775
470,1778
471,1777
472,1776
473,1876
474,1875
475,1874
476,1873
477,1872
478,1871
479,1870
480,1869
481,1868
482,1867
483,1870
484,1869
485,1868
486,1867
487,1866
488,1865
489,1864
490,1863
491,1866
492,1865
493,1864
